SalesRowKey,OrderID,ProductKey,CustomerKey,GeographyKey,ShipModeKey,PriorityKey,OrderDateKey,ShipDateKey,Sales,Quantity,Discount,Profit,ShippingCost,IsReturned,DeliverDays
15702,"ES-2012-4138789",121,1383,2194,4,4,20121030,20121103,342.54,2,0,61.62,15.2,False,4
3814,"MX-2012-123715",7592,961,2912,4,4,20121203,20121207,37.04,2,0,3.68,2.251,False,4
736,"MX-2013-123799",7654,542,2650,4,4,20130415,20130419,30.88,2,0,4,2.082,False,4
9591,"MX-2012-140767",401,1249,3030,4,4,20120218,20120222,583.12,2,0,274.04,25.339,False,4
9596,"MX-2012-140767",3462,1249,3030,4,4,20120218,20120222,13.44,2,0,2.4,0.003,False,4
8004,"MX-2012-137561",9626,946,3044,4,4,20121203,20121207,848.28,2,0,25.44,57.998,False,4
8003,"MX-2012-137561",597,946,3044,4,4,20121203,20121207,615.24,2,0,12.28,68.727,False,4
8007,"MX-2012-137561",597,946,3044,4,4,20121203,20121207,615.24,2,0,12.28,54.907,False,4
3152,"MX-2012-146290",684,1455,2565,4,4,20121225,20121229,90.76,2,0,38.08,2.929,False,4
3657,"MX-2014-110499",6177,979,2545,4,4,20141226,20141230,35.04,2,0,8.4,2.905,False,4
3416,"MX-2014-157399",4610,1075,2647,4,4,20140529,20140602,54.6,2,0,21.84,3.842,False,4
2154,"MX-2014-141194",3210,769,2666,4,4,20140723,20140727,38.96,2,0,15.16,2.859,False,4
333,"MX-2011-161116",6287,561,2911,4,4,20111018,20111022,65.48,2,0,23.56,2.44,False,4
244,"MX-2011-133466",7780,58,2550,4,4,20110226,20110302,55.04,2,0,1.64,4.857,False,4
215,"MX-2014-134306",3564,457,3010,4,4,20141028,20141101,8.6,2,0,3.6,0.822,False,4
4481,"MX-2013-146318",3808,470,3074,4,4,20131203,20131207,39.16,2,0,10.96,2.833,False,4
956,"MX-2014-102064",6991,520,2937,4,4,20140924,20140928,64.68,2,0,23.92,3.862,False,4
3730,"US-2013-166786",8300,1153,2727,4,4,20130515,20130519,97.12,2,0,39.8,4.37,False,4
4197,"MX-2013-126186",895,402,3013,4,4,20130422,20130426,607.36,2,0,133.6,49.209,False,4
343,"MX-2012-113502",8424,1489,2860,4,4,20120316,20120320,75.8,2,0,11.36,4.298,False,4
1279,"MX-2014-127264",3488,1422,2919,4,4,20140609,20140613,15.24,2,0,7.16,1.047,False,4
3580,"MX-2013-146738",4420,522,3024,4,4,20131003,20131007,10.4,2,0,3.92,0.491,False,4
410,"MX-2014-120334",10012,1259,2576,4,4,20141209,20141213,182.24,2,0,21.84,15.439,False,4
5996,"MX-2014-103758",7644,1463,2640,4,4,20140925,20140929,32,2,0,14.08,1.025,False,4
24420,"IN-2014-41786",5131,189,368,4,4,20140704,20140708,27,2,0,2.7,1.28,False,4
4446,"MX-2013-159583",3430,1513,2733,4,4,20130102,20130106,22.2,2,0,11.08,1.86,False,4
3352,"MX-2013-133634",7454,209,3025,4,4,20130701,20130705,61.6,2,0,22.76,5.459,False,4
1684,"MX-2012-125360",1162,1324,2552,4,4,20120419,20120423,25.4,2,0,0.48,2.77,False,4
1848,"MX-2012-167927",3469,1538,2552,4,4,20120606,20120610,20.68,2,0,5.56,1.171,False,4
23019,"IN-2014-32049",1208,967,316,4,4,20140903,20140907,103.92,2,0,35.28,3.6,False,4
5058,"MX-2014-111661",1264,1357,2605,4,4,20140527,20140531,146.64,2,0,65.96,8.703,False,4
3829,"MX-2012-123617",7975,500,2912,4,4,20121120,20121124,345.28,2,0,117.36,15.026,False,4
25112,"IN-2013-46252",1374,1587,127,4,4,20130501,20130505,87.72,2,0,10.5,5.26,False,4
565,"MX-2014-101378",9091,1518,2537,4,4,20140117,20140121,231.44,2,0,39.32,23.895,False,4
3726,"MX-2014-156650",4972,992,2778,4,4,20140308,20140312,17.52,2,0,3.84,1.579,False,4
21319,"IN-2013-65075",1406,631,105,4,4,20130323,20130327,100.92,2,0,8.04,6.7,False,4
4352,"MX-2013-116253",4242,105,2627,4,4,20130227,20130303,33.72,2,0,15.16,1.515,False,4
25099,"IN-2011-14941",1433,377,20,4,4,20111222,20111226,40.26,2,0,4.02,1.24,False,4
25096,"IN-2011-14941",2608,377,20,4,4,20111222,20111226,1136.9399,2,0,45.42,84.02,False,4
3156,"MX-2014-100398",1499,741,2964,4,4,20140611,20140615,23.4,2,0,2.08,1.884,False,4
23835,"IN-2014-46777",8329,848,39,4,4,20140125,20140129,144.9,2,0,72.42,10.87,False,4
23843,"IN-2014-46777",8347,848,39,4,4,20140125,20140129,76.62,2,0,0.72,8.53,False,4
7885,"MX-2014-143161",1568,898,2578,4,4,20141118,20141122,67.36,2,0,33,1.72,False,4
25054,"IN-2014-33729",1595,824,214,4,4,20140705,20140709,90.18,2,0,26.1,4.39,False,4
5297,"MX-2014-143763",9724,177,2904,4,4,20141022,20141026,108.04,2,0,27,8.811,False,4
3935,"MX-2013-139430",9910,127,2625,4,4,20130926,20130930,168,2,0,48.72,13.32,False,4
9845,"MX-2014-142825",2504,831,2581,4,4,20141226,20141230,128.8,2,0,33.48,11.153,False,4
6721,"MX-2013-127705",3421,755,2627,4,4,20130925,20130929,40.64,2,0,4.44,2.087,False,4
25113,"IN-2013-46252",6084,1587,127,4,4,20130501,20130505,89.94,2,0,42.24,5.51,False,4
811,"MX-2013-162908",5054,712,2581,4,4,20131204,20131208,14.12,2,0,1.24,0.612,False,4
2613,"MX-2011-165526",8215,1067,3063,4,4,20110122,20110126,108.92,2,0,27.2,9.002,False,4
13376,"ES-2014-3229561",1978,613,2227,4,4,20140121,20140125,1745.34,2,0,122.16,81.48,False,4
1417,"MX-2014-125220",3791,758,2573,4,4,20140204,20140208,9.68,2,0,4.44,0.618,False,4
6719,"MX-2013-127705",3861,755,2627,4,4,20130925,20130929,66.84,2,0,28.04,3.965,False,4
19837,"ES-2011-1058269",3580,1052,1999,4,4,20111217,20111221,13.38,2,0,3.42,1.11,False,4
5930,"MX-2014-141208",2146,39,2529,4,4,20140702,20140706,661.32,2,0,205,47.069,False,4
3353,"MX-2013-133634",3383,209,3025,4,4,20130701,20130705,16.48,2,0,2.28,0.362,False,4
931,"MX-2012-126704",5123,1198,2590,4,4,20121130,20121204,24.96,2,0,9.96,2.939,False,4
10426,"ES-2011-2377967",8847,694,1520,4,4,20110224,20110228,524.58,2,0,57.66,4.97,False,4
998,"MX-2014-144890",6566,643,2946,4,4,20140718,20140722,22.76,2,0,8.64,1.358,False,4
13374,"ES-2014-3229561",5772,613,2227,4,4,20140121,20140125,16.5,2,0,2.28,1.15,False,4
12422,"ES-2014-4689230",2425,1062,1516,4,4,20141225,20141229,1135.8,2,0,90.84,93.1,False,4
22849,"IN-2012-60714",3044,291,214,4,4,20121108,20121112,28.44,2,0,0,1.86,False,4
1658,"MX-2014-146892",3139,1533,3100,4,4,20140903,20140907,38.68,2,0,18.16,1.536,False,4
1957,"MX-2013-153479",3052,1354,2699,4,4,20130320,20130324,25.16,2,0,3.52,1.341,False,4
4948,"MX-2013-137568",2703,1267,3021,4,4,20130306,20130310,664.36,2,0,166.08,69.981,False,4
14099,"ES-2014-4124074",3827,958,2225,4,4,20140802,20140806,20.82,2,0,7.02,1.24,False,4
1842,"MX-2012-129140",2598,862,2638,4,4,20121107,20121111,689.96,2,0,165.56,39.372,False,4
1075,"MX-2014-106719",4248,251,3057,4,4,20140623,20140627,8,2,0,1.2,0.819,False,4
15291,"ES-2014-5567912",2658,347,2226,4,4,20140819,20140823,1054.02,2,0,337.26,125.89,False,4
3760,"MX-2013-152520",9624,371,2581,4,4,20131204,20131208,183.92,2,0,51.48,9.855,False,4
1115,"MX-2012-111024",7931,296,2779,4,4,20121217,20121221,55.92,2,0,20.68,4.294,False,4
1126,"MX-2014-107678",5659,570,2935,4,4,20140908,20140912,9.4,2,0,1.88,0.708,False,4
18844,"ES-2011-3906248",3953,1020,1511,4,4,20110122,20110126,11.58,2,0,3.12,0.27,False,4
4278,"US-2012-147809",8032,829,2705,4,4,20120327,20120331,136.36,2,0,36.8,12.379,False,4
1226,"US-2012-113103",8352,1579,2690,4,4,20120911,20120915,153.36,2,0,65.92,13.331,False,4
15165,"ES-2013-2966180",3829,1044,2044,4,4,20130528,20130601,60.6,2,0,27.84,5.45,False,4
22842,"IN-2014-15263",3864,151,383,4,4,20140929,20141003,54.9,2,0,8.76,5.98,False,4
22845,"IN-2014-15263",7614,151,383,4,4,20140929,20141003,78.9,2,0,24.42,5.52,False,4
22846,"IN-2014-15263",4442,151,383,4,4,20140929,20141003,51.6,2,0,23.22,1.98,False,4
8110,"MX-2013-131842",3667,1078,2582,4,4,20130319,20130323,64.4,2,0,0.64,6.231,False,4
3727,"MX-2014-156650",4220,992,2778,4,4,20140308,20140312,27.32,2,0,12.56,0.935,False,4
21321,"IN-2013-65075",8290,631,105,4,4,20130323,20130327,93.42,2,0,42.96,2.18,False,4
1447,"MX-2011-131009",4762,426,2593,4,4,20111111,20111115,15.96,2,0,6.84,1.574,False,4
12480,"ES-2014-2271414",8249,106,1889,4,4,20141219,20141223,508.32,2,0,203.28,36.22,False,4
6723,"MX-2013-127705",3577,755,2627,4,4,20130925,20130929,17.68,2,0,1.56,1.489,False,4
4426,"MX-2014-131681",7910,1259,2821,4,4,20140102,20140106,54.56,2,0,19.64,5.05,False,4
16830,"ES-2013-4786711",3654,1495,1975,4,4,20130629,20130703,29.22,2,0,9.6,1.81,False,4
4199,"MX-2014-101273",6945,564,2551,4,4,20140519,20140523,272.24,2,0,51.72,9.763,False,4
8006,"MX-2012-137561",3755,946,3044,4,4,20121203,20121207,65.12,2,0,26.04,2.542,False,4
1765,"MX-2013-138261",6558,1547,2842,4,4,20130621,20130625,35.12,2,0,9.48,3.662,False,4
24059,"IN-2013-22760",8189,1575,107,4,4,20130614,20130618,59.34,2,0,14.22,3.92,False,4
11008,"ES-2014-3977309",6094,439,1498,4,4,20141112,20141116,36.24,2,0,7.2,1.76,False,4
1958,"MX-2013-153479",4658,1354,2699,4,4,20130320,20130324,39.2,2,0,8.2,1.023,False,4
19770,"IT-2012-3839768",4499,62,2037,4,4,20120714,20120718,40.98,2,0,7.32,2.57,False,4
11114,"ES-2014-5566428",9933,384,1920,4,4,20141222,20141226,278.7,2,0,83.58,20.51,False,4
3214,"MX-2013-134005",4876,1533,2931,4,4,20130601,20130605,19.24,2,0,7.68,0.966,False,4
16324,"ES-2013-5885216",6428,1298,1876,4,4,20130104,20130108,65.22,2,0,16.92,3.95,False,4
3447,"MX-2013-153129",9722,611,2663,4,4,20130909,20130913,183.72,2,0,29.36,13.076,False,4
7109,"MX-2014-145366",6009,657,2579,4,4,20141125,20141129,64.56,2,0,32.28,5.3,False,4
9011,"US-2011-165477",5791,1367,2640,4,4,20110407,20110411,14.32,2,0,0.28,0.982,False,4
16832,"ES-2013-4786711",6133,1495,1975,4,4,20130629,20130703,40.56,2,0,12.54,3.56,False,4
24977,"IN-2013-40477",8084,1107,303,4,4,20130603,20130607,72.24,2,0,19.5,4.76,False,4
11497,"ES-2012-1881846",8240,204,1979,4,4,20121225,20121229,220.44,2,0,39.66,14.81,False,4
5059,"MX-2014-111661",6796,1357,2605,4,4,20140527,20140531,82.24,2,0,9.04,2.775,False,4
12377,"ES-2011-3517120",6931,601,2253,4,4,20110526,20110530,46.44,2,0,15.3,4.35,False,4
8002,"MX-2012-137561",8289,946,3044,4,4,20121203,20121207,36.28,2,0,12.68,1.597,False,4
25230,"ID-2012-66055",7165,1433,2,4,4,20121216,20121220,122.4,2,0,35.46,14.18,False,4
3284,"MX-2013-166590",9328,1206,3022,4,4,20130624,20130628,161.36,2,0,12.88,3.013,False,4
13375,"ES-2014-3229561",9125,613,2227,4,4,20140121,20140125,161.94,2,0,72.84,16.68,False,4
4589,"MX-2011-159688",4412,379,2550,4,4,20110718,20110722,32.04,2,0,10.88,1.378,False,4
4590,"MX-2011-159688",8178,379,2550,4,4,20110718,20110722,110.64,2,0,37.6,5.799,False,4
10898,"ES-2014-5949760",8282,635,2486,4,4,20140829,20140902,492.42,2,0,187.08,38.33,False,4
4602,"MX-2014-113376",9986,978,2687,4,4,20140624,20140628,168.12,2,0,36.96,11.112,False,4
4629,"MX-2013-155117",9887,961,2592,4,4,20130413,20130417,164.2,2,0,26.24,8.567,False,4
24367,"IN-2014-65992",7935,375,53,4,4,20141118,20141122,224.82,2,0,6.72,14.51,False,4
20338,"IN-2012-70325",8326,9,85,4,4,20120111,20120115,142.68,2,0,45.6,9.76,False,4
4717,"MX-2012-105417",5682,296,2581,4,4,20121207,20121211,15.24,2,0,5.92,1.47,False,4
4718,"MX-2012-105417",8123,296,2581,4,4,20121207,20121211,42.68,2,0,3.84,2.758,False,4
4724,"MX-2014-166919",4988,1581,2605,4,4,20140506,20140510,25.28,2,0,5.8,1.894,False,4
19218,"ES-2014-4789132",3185,59,2486,4,4,20140920,20140924,89.4,2,0,16.98,4.2,False,4
19219,"ES-2014-4789132",377,59,2486,4,4,20140920,20140924,394.2,2,0,145.8,28.38,False,4
13586,"ES-2012-1361094",4896,803,2466,4,4,20120803,20120807,39.54,2,0,19.74,2.54,False,4
18436,"ES-2011-5693995",2483,1052,1502,4,4,20110709,20110713,1057.38,2,0,412.32,58.91,False,4
18437,"ES-2011-5693995",1166,1052,1502,4,4,20110709,20110713,102.78,2,0,29.76,9.56,False,4
4813,"MX-2012-148040",1252,1160,2604,4,4,20121101,20121105,22.8,2,0,1.56,1.604,False,4
14367,"ES-2014-3553827",2926,1079,1541,4,4,20140530,20140603,59.22,2,0,20.7,2.45,False,4
8508,"MX-2014-154277",10140,189,2792,4,4,20141024,20141028,90.64,2,0,7.24,5.432,False,4
18239,"ES-2012-2000885",127,1075,1501,4,4,20121017,20121021,821.52,2,0,353.22,57.73,False,4
7164,"MX-2014-126249",3782,1358,2627,4,4,20141117,20141121,19.76,2,0,2.56,1.405,False,4
4954,"MX-2011-133816",3875,1023,2537,4,4,20110216,20110220,10.72,2,0,4.48,0.702,False,4
5013,"US-2013-147795",7688,976,2716,4,4,20130325,20130329,19.84,2,0,5.12,1.228,False,4
5035,"MX-2012-100055",7009,873,2719,4,4,20120726,20120730,188.8,2,0,1.88,6.69,False,4
5053,"MX-2012-165218",7701,797,2601,4,4,20120531,20120604,49.52,2,0,12.36,1.976,False,4
5122,"MX-2011-167955",8222,677,3107,4,4,20110603,20110607,60.56,2,0,26.04,3.431,False,4
22089,"IN-2014-30852",1274,632,198,4,4,20140331,20140404,50.4,2,0,11.04,4.78,False,4
6953,"MX-2014-169971",9973,1566,2823,4,4,20140626,20140630,99.4,2,0,44.72,10.445,False,4
5275,"MX-2014-101168",7021,873,2580,4,4,20141229,20150102,14.36,2,0,5.72,1.457,False,4
5288,"MX-2014-117324",892,55,2593,4,4,20140106,20140110,234.92,2,0,28.16,10.729,False,4
12864,"ES-2014-4358524",5035,491,2369,4,4,20141002,20141006,26.28,2,0,6.54,1.37,False,4
10741,"ES-2014-3986366",3918,539,2284,4,4,20140711,20140715,29.88,2,0,2.64,2.45,False,4
7901,"MX-2013-139353",2532,1262,2608,4,4,20130225,20130301,716.96,2,0,121.88,50.639,False,4
18583,"ES-2011-3818297",388,801,2107,4,4,20110210,20110214,780.3,2,0,117,50.42,False,4
17624,"ES-2011-1881074",5135,1044,1979,4,4,20110816,20110820,32.04,2,0,8.64,2.48,False,4
16511,"ES-2011-1950038",5762,259,1781,4,4,20110823,20110827,25.62,2,0,7.14,1.88,False,4
16579,"ES-2011-1974768",309,721,1504,4,4,20110618,20110622,338.4,2,0,138.72,25.35,False,4
17024,"ES-2011-2071029",8546,1360,2382,4,4,20110627,20110701,527.34,2,0,131.82,39.48,False,4
13902,"ES-2011-2230157",7681,733,1737,4,4,20110803,20110807,87.84,2,0,32.46,3.01,False,4
5422,"MX-2011-109190",3175,1433,2696,4,4,20110927,20111001,19.04,2,0,6.08,1.658,False,4
5424,"MX-2011-109190",5878,1433,2696,4,4,20110927,20111001,8.12,2,0,2.92,0.38,False,4
14056,"ES-2011-2287259",1166,1492,2510,4,4,20111117,20111121,102.78,2,0,29.76,3.26,False,4
5453,"MX-2014-161529",8274,518,2733,4,4,20141007,20141011,41.2,2,0,18.12,2.592,False,4
26011,"IN-2013-30467",5869,1179,465,4,4,20130328,20130401,21.72,2,0,3.42,0.19,False,4
26012,"IN-2013-30467",715,1179,465,4,4,20130328,20130401,364.74,2,0,123.96,30.62,False,4
15841,"ES-2012-1874747",4579,918,2510,4,4,20121112,20121116,19.8,2,0,7.92,1.73,False,4
15842,"ES-2012-1874747",4860,918,2510,4,4,20121112,20121116,30.06,2,0,12,1.65,False,4
5478,"MX-2014-107202",7063,619,2912,4,4,20140607,20140611,171.84,2,0,65.28,8.754,False,4
12590,"ES-2012-3054287",8886,631,1908,4,4,20120128,20120201,379.38,2,0,75.84,2.66,False,4
12358,"ES-2012-2555687",3701,1436,1679,4,4,20120606,20120610,16.08,2,0,6.72,1.26,False,4
19113,"ES-2012-4656026",7036,711,2249,4,4,20120407,20120411,396.78,2,0,194.4,30.71,False,4
19632,"ES-2014-4857180",1106,418,2347,4,4,20140718,20140722,220.08,2,0,17.58,17.71,False,4
19633,"ES-2014-4857180",8008,418,2347,4,4,20140718,20140722,80.58,2,0,9.66,4.83,False,4
15299,"ES-2011-3227800",3807,723,2369,4,4,20110301,20110305,17.82,2,0,3.18,0.97,False,4
5558,"MX-2014-108448",9618,1357,2699,4,4,20140605,20140609,184.76,2,0,40.64,10.911,False,4
5600,"MX-2012-148663",4492,304,3024,4,4,20120613,20120617,60.32,2,0,20.48,4.06,False,4
5602,"MX-2012-148663",4360,304,3024,4,4,20120613,20120617,31.2,2,0,1.56,2.044,False,4
5608,"MX-2013-166471",5819,161,2790,4,4,20130315,20130319,13.96,2,0,3.2,0.499,False,4
15234,"ES-2011-3721082",1250,898,2109,4,4,20110331,20110404,110.28,2,0,37.44,5.63,False,4
15235,"ES-2011-3721082",3061,898,2109,4,4,20110331,20110404,20.64,2,0,9.06,1.03,False,4
10571,"ES-2011-3734581",3753,85,2180,4,4,20110830,20110903,9.54,2,0,4.08,0.38,False,4
5617,"MX-2012-143091",6381,346,3001,4,4,20120602,20120606,28.16,2,0,1.12,1.822,False,4
5629,"MX-2014-133802",6537,296,2532,4,4,20140521,20140525,22.64,2,0,5.4,1.128,False,4
5630,"MX-2014-133802",3540,296,2532,4,4,20140521,20140525,16.48,2,0,3.44,1.493,False,4
23872,"IN-2012-74168",5788,783,96,4,4,20121020,20121024,17.46,2,0,6.06,1.63,False,4
15331,"ES-2011-4188705",5604,1136,1538,4,4,20110802,20110806,22.74,2,0,6.36,1.6,False,4
19060,"ES-2012-5659427",6819,750,1504,4,4,20120118,20120122,256.74,2,0,110.34,27.71,False,4
24364,"IN-2012-48520",8708,75,102,4,4,20120126,20120130,636.36,2,0,267.24,42.12,False,4
17178,"IT-2011-1780558",2872,694,2344,4,4,20110525,20110529,59.7,2,0,13.68,6.03,False,4
19281,"ES-2011-4351964",2919,263,2217,4,4,20110824,20110828,50.76,2,0,16.74,3.88,False,4
18763,"ES-2011-4436456",3029,1323,1732,4,4,20110216,20110220,38.28,2,0,8.4,1.32,False,4
5876,"MX-2013-138107",5036,142,2580,4,4,20130627,20130701,22.92,2,0,11,1.535,False,4
5706,"MX-2012-120404",2978,535,2602,4,4,20121025,20121029,62.12,2,0,31.04,3.001,False,4
5709,"MX-2014-166233",9675,96,2547,4,4,20141104,20141108,173.16,2,0,13.84,4.639,False,4
14827,"ES-2012-5232287",2824,130,1504,4,4,20120611,20120615,30.24,2,0,10.86,1.4,False,4
11266,"IT-2013-5719417",3596,1103,1537,4,4,20130522,20130526,100.92,2,0,1.98,6.24,False,4
17946,"ES-2014-1931437",8645,209,1928,4,4,20140903,20140907,527.46,2,0,226.8,40.73,False,4
22939,"IN-2011-51586",551,874,339,4,4,20110808,20110812,365.22,2,0,21.9,40.68,False,4
17592,"ES-2011-5083176",3123,103,2107,4,4,20110321,20110325,26.4,2,0,0.48,1.52,False,4
12638,"ES-2014-5263546",3437,373,2454,4,4,20140610,20140614,16.32,2,0,7.62,0.74,False,4
5833,"MX-2011-135398",8396,1552,2713,4,4,20111110,20111114,330.04,2,0,118.8,12.107,False,4
9104,"MX-2013-115994",1608,183,3102,4,4,20131230,20140103,42.08,2,0,13.88,3.354,False,4
5846,"MX-2014-161753",204,1244,2889,4,4,20140930,20141004,200.44,2,0,82.16,17.987,False,4
18444,"ES-2011-5682053",9889,609,2134,4,4,20111226,20111230,364.32,2,0,142.08,34.54,False,4
13271,"ES-2011-5701425",8028,619,2459,4,4,20111219,20111223,90.84,2,0,34.5,3.54,False,4
16053,"ES-2011-5752766",6926,998,1521,4,4,20110714,20110718,424.2,2,0,161.16,16.06,False,4
5882,"US-2011-149839",7151,463,2696,4,4,20110428,20110502,71.64,2,0,7.88,3.244,False,4
5908,"MX-2014-165561",5473,1571,2575,4,4,20140925,20140929,8.88,2,0,3.72,0.713,False,4
19321,"ES-2012-1159109",9456,190,1927,4,4,20121005,20121009,172.38,2,0,34.44,11.4,False,4
16178,"ES-2012-1215155",9150,1006,2300,4,4,20121026,20121030,327.24,2,0,81.78,14.79,False,4
16527,"ES-2012-1324546",8061,1353,1609,4,4,20120427,20120501,93.42,2,0,14.94,8.82,False,4
16528,"ES-2012-1324546",3273,1353,1609,4,4,20120427,20120501,109.8,2,0,19.74,9.46,False,4
5953,"MX-2013-128006",693,349,2531,4,4,20130715,20130719,78.92,2,0,15.76,3.564,False,4
13125,"ES-2012-1431851",3041,251,1940,4,4,20120511,20120515,103.56,2,0,3.06,10.57,False,4
13126,"ES-2012-1431851",4936,251,1940,4,4,20120511,20120515,26.22,2,0,8.88,1.5,False,4
23324,"IN-2012-66699",8722,243,683,4,4,20120824,20120828,381.96,2,0,190.98,36.08,False,4
7084,"MX-2011-134684",4512,1185,2589,4,4,20110307,20110311,15.88,2,0,2.04,1.045,False,4
19894,"ES-2012-1496224",3612,786,1940,4,4,20120417,20120421,102.84,2,0,9.24,7.39,False,4
19072,"ES-2012-1684145",2911,1236,2487,4,4,20121215,20121219,107.82,2,0,24.78,5.07,False,4
19073,"ES-2012-1684145",2492,1236,2487,4,4,20121215,20121219,172.14,2,0,73.98,6.01,False,4
18544,"ES-2012-1704393",3389,1535,1985,4,4,20120619,20120623,12.9,2,0,4.98,0.74,False,4
18545,"ES-2012-1704393",7574,1535,1985,4,4,20120619,20120623,43.38,2,0,2.58,4.2,False,4
6022,"MX-2014-156405",5546,347,3103,4,4,20140904,20140908,5.56,2,0,2.48,0.363,False,4
19663,"ES-2012-1780035",3750,1437,1856,4,4,20120810,20120814,13.68,2,0,2.82,1.26,False,4
6035,"MX-2014-164812",5900,225,2697,4,4,20141103,20141107,16.84,2,0,8.08,1.396,False,4
6036,"MX-2014-164812",4850,225,2697,4,4,20141103,20141107,18.76,2,0,7.84,1.082,False,4
15442,"ES-2012-1978402",8669,1234,2528,4,4,20120105,20120109,760.5,2,0,159.66,33.67,False,4
10605,"ES-2012-2091336",2860,59,1927,4,4,20120924,20120928,40.26,2,0,10.44,0.54,False,4
10607,"ES-2012-2091336",8150,59,1927,4,4,20120924,20120928,145.32,2,0,30.48,10.18,False,4
19787,"ES-2012-2122823",8282,297,2430,4,4,20120828,20120901,492.42,2,0,187.08,18.96,False,4
18128,"ES-2012-2130247",5671,1439,2368,4,4,20120630,20120704,23.52,2,0,11.28,1.75,False,4
18985,"ES-2014-5795334",1464,1329,1504,4,4,20140716,20140720,87.9,2,0,39.54,3.59,False,4
13395,"ES-2012-2229596",3632,1420,1890,4,4,20120323,20120327,29.64,2,0,13.32,2.08,False,4
13256,"ES-2012-2334661",4911,263,2400,4,4,20121017,20121021,28.08,2,0,6.12,2.19,False,4
13257,"ES-2012-2334661",1166,263,2400,4,4,20121017,20121021,102.78,2,0,29.76,8.85,False,4
13627,"ES-2012-2393484",3189,127,1794,4,4,20120114,20120118,59.1,2,0,0,0.05,False,4
6125,"MX-2013-106516",7546,731,2733,4,4,20131106,20131110,29.24,2,0,7.88,2.41,False,4
11887,"ES-2012-2624597",5845,1144,1749,4,4,20120925,20120929,15.06,2,0,0.3,1.43,False,4
15121,"ES-2012-2633867",3392,439,2384,4,4,20120801,20120805,33.96,2,0,0.96,2.98,False,4
22068,"IN-2013-49577",8055,1351,33,4,4,20130722,20130726,113.7,2,0,11.34,8.42,False,4
6199,"MX-2013-136140",6898,975,2619,4,4,20130819,20130823,188.84,2,0,41.52,17.737,False,4
