DateKey,GregorianDate,GregorianYearInt,GregorianMonthNo,GregorianDayInMonth,GregorianMonthDayInt,GregorianDayOfWeekInt,GregorianMonthName,GregorianStr,GregorianYearMonthSort,GregorianYearMonthStr,GregorianDayOfWeekName,GrgorianWeekOfYearName,GregorianWeekOfYearNo,PersianInt,PersianYearInt,PersianMonthNo,PersianDayInMonth,PersianMonthDayInt,PersianDayOfWeekInt,PersianMonthName,PersianStr,PersianYearMonthInt,PersianYearMonthStr,PersianDayOfWeekName,PersianWeekOfYearName,PersianWeekOfYearNo,PersianFullName,SeasonCode,SeasonName,IsGregorianLeap,IsPersianLeap,PersianYearMonthSort
20120302,2012-03-02 00:00:00.000,2012,3,2,302,5,"March","3/2/2012",201203,"3/1/2012","Friday","Week 9",9,13901212,1390,12,12,1212,6,"اسفند","1390/12/12",13901212,"1390/12","جمعه","هفته 50",50,"جمعه 12 اسفند 1390",4,"زمستان",0,0,139012
20120303,2012-03-03 00:00:00.000,2012,3,3,303,6,"March","3/3/2012",201203,"3/1/2012","Saturday","Week 9",9,13901213,1390,12,13,1213,0,"اسفند","1390/12/13",13901213,"1390/12","شنبه","هفته 51",51,"شنبه 13 اسفند 1390",4,"زمستان",0,0,139012
20120304,2012-03-04 00:00:00.000,2012,3,4,304,0,"March","3/4/2012",201203,"3/1/2012","Sunday","Week 10",10,13901214,1390,12,14,1214,1,"اسفند","1390/12/14",13901214,"1390/12","یکشنبه","هفته 51",51,"یکشنبه 14 اسفند 1390",4,"زمستان",0,0,139012
20120305,2012-03-05 00:00:00.000,2012,3,5,305,1,"March","3/5/2012",201203,"3/1/2012","Monday","Week 10",10,13901215,1390,12,15,1215,2,"اسفند","1390/12/15",13901215,"1390/12","دوشنبه","هفته 51",51,"دوشنبه 15 اسفند 1390",4,"زمستان",0,0,139012
20120306,2012-03-06 00:00:00.000,2012,3,6,306,2,"March","3/6/2012",201203,"3/1/2012","Tuesday","Week 10",10,13901216,1390,12,16,1216,3,"اسفند","1390/12/16",13901216,"1390/12","سه شنبه","هفته 51",51,"سه شنبه 16 اسفند 1390",4,"زمستان",0,0,139012
20120307,2012-03-07 00:00:00.000,2012,3,7,307,3,"March","3/7/2012",201203,"3/1/2012","Wednesday","Week 10",10,13901217,1390,12,17,1217,4,"اسفند","1390/12/17",13901217,"1390/12","چهارشنبه","هفته 51",51,"چهارشنبه 17 اسفند 1390",4,"زمستان",0,0,139012
20120308,2012-03-08 00:00:00.000,2012,3,8,308,4,"March","3/8/2012",201203,"3/1/2012","Thursday","Week 10",10,13901218,1390,12,18,1218,5,"اسفند","1390/12/18",13901218,"1390/12","پنج شنبه","هفته 51",51,"پنج شنبه 18 اسفند 1390",4,"زمستان",0,0,139012
20120309,2012-03-09 00:00:00.000,2012,3,9,309,5,"March","3/9/2012",201203,"3/1/2012","Friday","Week 10",10,13901219,1390,12,19,1219,6,"اسفند","1390/12/19",13901219,"1390/12","جمعه","هفته 51",51,"جمعه 19 اسفند 1390",4,"زمستان",0,0,139012
20120310,2012-03-10 00:00:00.000,2012,3,10,310,6,"March","3/10/2012",201203,"3/1/2012","Saturday","Week 10",10,13901220,1390,12,20,1220,0,"اسفند","1390/12/20",13901220,"1390/12","شنبه","هفته 52",52,"شنبه 20 اسفند 1390",4,"زمستان",0,0,139012
20120311,2012-03-11 00:00:00.000,2012,3,11,311,0,"March","3/11/2012",201203,"3/1/2012","Sunday","Week 11",11,13901221,1390,12,21,1221,1,"اسفند","1390/12/21",13901221,"1390/12","یکشنبه","هفته 52",52,"یکشنبه 21 اسفند 1390",4,"زمستان",0,0,139012
20120312,2012-03-12 00:00:00.000,2012,3,12,312,1,"March","3/12/2012",201203,"3/1/2012","Monday","Week 11",11,13901222,1390,12,22,1222,2,"اسفند","1390/12/22",13901222,"1390/12","دوشنبه","هفته 52",52,"دوشنبه 22 اسفند 1390",4,"زمستان",0,0,139012
20120313,2012-03-13 00:00:00.000,2012,3,13,313,2,"March","3/13/2012",201203,"3/1/2012","Tuesday","Week 11",11,13901223,1390,12,23,1223,3,"اسفند","1390/12/23",13901223,"1390/12","سه شنبه","هفته 52",52,"سه شنبه 23 اسفند 1390",4,"زمستان",0,0,139012
20120314,2012-03-14 00:00:00.000,2012,3,14,314,3,"March","3/14/2012",201203,"3/1/2012","Wednesday","Week 11",11,13901224,1390,12,24,1224,4,"اسفند","1390/12/24",13901224,"1390/12","چهارشنبه","هفته 52",52,"چهارشنبه 24 اسفند 1390",4,"زمستان",0,0,139012
20120315,2012-03-15 00:00:00.000,2012,3,15,315,4,"March","3/15/2012",201203,"3/1/2012","Thursday","Week 11",11,13901225,1390,12,25,1225,5,"اسفند","1390/12/25",13901225,"1390/12","پنج شنبه","هفته 52",52,"پنج شنبه 25 اسفند 1390",4,"زمستان",0,0,139012
20120316,2012-03-16 00:00:00.000,2012,3,16,316,5,"March","3/16/2012",201203,"3/1/2012","Friday","Week 11",11,13901226,1390,12,26,1226,6,"اسفند","1390/12/26",13901226,"1390/12","جمعه","هفته 52",52,"جمعه 26 اسفند 1390",4,"زمستان",0,0,139012
20120317,2012-03-17 00:00:00.000,2012,3,17,317,6,"March","3/17/2012",201203,"3/1/2012","Saturday","Week 11",11,13901227,1390,12,27,1227,0,"اسفند","1390/12/27",13901227,"1390/12","شنبه","هفته 53",53,"شنبه 27 اسفند 1390",4,"زمستان",0,0,139012
20120318,2012-03-18 00:00:00.000,2012,3,18,318,0,"March","3/18/2012",201203,"3/1/2012","Sunday","Week 12",12,13901228,1390,12,28,1228,1,"اسفند","1390/12/28",13901228,"1390/12","یکشنبه","هفته 53",53,"یکشنبه 28 اسفند 1390",4,"زمستان",0,0,139012
20120319,2012-03-19 00:00:00.000,2012,3,19,319,1,"March","3/19/2012",201203,"3/1/2012","Monday","Week 12",12,13901229,1390,12,29,1229,2,"اسفند","1390/12/29",13901229,"1390/12","دوشنبه","هفته 53",53,"دوشنبه 29 اسفند 1390",4,"زمستان",0,0,139012
20120621,2012-06-21 00:00:00.000,2012,6,21,621,4,"June","6/21/2012",201206,"6/1/2012","Thursday","Week 25",25,13910401,1391,4,1,401,5,"تیر","1391/04/01",13910401,"1391/04","پنج شنبه","هفته 14",14,"پنج شنبه 1 تیر 1391",2,"تابستان",0,0,139104
20120622,2012-06-22 00:00:00.000,2012,6,22,622,5,"June","6/22/2012",201206,"6/1/2012","Friday","Week 25",25,13910402,1391,4,2,402,6,"تیر","1391/04/02",13910402,"1391/04","جمعه","هفته 14",14,"جمعه 2 تیر 1391",2,"تابستان",0,0,139104
20120623,2012-06-23 00:00:00.000,2012,6,23,623,6,"June","6/23/2012",201206,"6/1/2012","Saturday","Week 25",25,13910403,1391,4,3,403,0,"تیر","1391/04/03",13910403,"1391/04","شنبه","هفته 15",15,"شنبه 3 تیر 1391",2,"تابستان",0,0,139104
20120624,2012-06-24 00:00:00.000,2012,6,24,624,0,"June","6/24/2012",201206,"6/1/2012","Sunday","Week 26",26,13910404,1391,4,4,404,1,"تیر","1391/04/04",13910404,"1391/04","یکشنبه","هفته 15",15,"یکشنبه 4 تیر 1391",2,"تابستان",0,0,139104
20120625,2012-06-25 00:00:00.000,2012,6,25,625,1,"June","6/25/2012",201206,"6/1/2012","Monday","Week 26",26,13910405,1391,4,5,405,2,"تیر","1391/04/05",13910405,"1391/04","دوشنبه","هفته 15",15,"دوشنبه 5 تیر 1391",2,"تابستان",0,0,139104
20120626,2012-06-26 00:00:00.000,2012,6,26,626,2,"June","6/26/2012",201206,"6/1/2012","Tuesday","Week 26",26,13910406,1391,4,6,406,3,"تیر","1391/04/06",13910406,"1391/04","سه شنبه","هفته 15",15,"سه شنبه 6 تیر 1391",2,"تابستان",0,0,139104
20120627,2012-06-27 00:00:00.000,2012,6,27,627,3,"June","6/27/2012",201206,"6/1/2012","Wednesday","Week 26",26,13910407,1391,4,7,407,4,"تیر","1391/04/07",13910407,"1391/04","چهارشنبه","هفته 15",15,"چهارشنبه 7 تیر 1391",2,"تابستان",0,0,139104
20120628,2012-06-28 00:00:00.000,2012,6,28,628,4,"June","6/28/2012",201206,"6/1/2012","Thursday","Week 26",26,13910408,1391,4,8,408,5,"تیر","1391/04/08",13910408,"1391/04","پنج شنبه","هفته 15",15,"پنج شنبه 8 تیر 1391",2,"تابستان",0,0,139104
20120629,2012-06-29 00:00:00.000,2012,6,29,629,5,"June","6/29/2012",201206,"6/1/2012","Friday","Week 26",26,13910409,1391,4,9,409,6,"تیر","1391/04/09",13910409,"1391/04","جمعه","هفته 15",15,"جمعه 9 تیر 1391",2,"تابستان",0,0,139104
20120630,2012-06-30 00:00:00.000,2012,6,30,630,6,"June","6/30/2012",201206,"6/1/2012","Saturday","Week 26",26,13910410,1391,4,10,410,0,"تیر","1391/04/10",13910410,"1391/04","شنبه","هفته 16",16,"شنبه 10 تیر 1391",2,"تابستان",0,0,139104
20120701,2012-07-01 00:00:00.000,2012,7,1,701,0,"July","7/1/2012",201207,"7/1/2012","Sunday","Week 27",27,13910411,1391,4,11,411,1,"تیر","1391/04/11",13910411,"1391/04","یکشنبه","هفته 16",16,"یکشنبه 11 تیر 1391",2,"تابستان",0,0,139104
20120702,2012-07-02 00:00:00.000,2012,7,2,702,1,"July","7/2/2012",201207,"7/1/2012","Monday","Week 27",27,13910412,1391,4,12,412,2,"تیر","1391/04/12",13910412,"1391/04","دوشنبه","هفته 16",16,"دوشنبه 12 تیر 1391",2,"تابستان",0,0,139104
20120703,2012-07-03 00:00:00.000,2012,7,3,703,2,"July","7/3/2012",201207,"7/1/2012","Tuesday","Week 27",27,13910413,1391,4,13,413,3,"تیر","1391/04/13",13910413,"1391/04","سه شنبه","هفته 16",16,"سه شنبه 13 تیر 1391",2,"تابستان",0,0,139104
20120704,2012-07-04 00:00:00.000,2012,7,4,704,3,"July","7/4/2012",201207,"7/1/2012","Wednesday","Week 27",27,13910414,1391,4,14,414,4,"تیر","1391/04/14",13910414,"1391/04","چهارشنبه","هفته 16",16,"چهارشنبه 14 تیر 1391",2,"تابستان",0,0,139104
20120705,2012-07-05 00:00:00.000,2012,7,5,705,4,"July","7/5/2012",201207,"7/1/2012","Thursday","Week 27",27,13910415,1391,4,15,415,5,"تیر","1391/04/15",13910415,"1391/04","پنج شنبه","هفته 16",16,"پنج شنبه 15 تیر 1391",2,"تابستان",0,0,139104
20120706,2012-07-06 00:00:00.000,2012,7,6,706,5,"July","7/6/2012",201207,"7/1/2012","Friday","Week 27",27,13910416,1391,4,16,416,6,"تیر","1391/04/16",13910416,"1391/04","جمعه","هفته 16",16,"جمعه 16 تیر 1391",2,"تابستان",0,0,139104
20120707,2012-07-07 00:00:00.000,2012,7,7,707,6,"July","7/7/2012",201207,"7/1/2012","Saturday","Week 27",27,13910417,1391,4,17,417,0,"تیر","1391/04/17",13910417,"1391/04","شنبه","هفته 17",17,"شنبه 17 تیر 1391",2,"تابستان",0,0,139104
20120708,2012-07-08 00:00:00.000,2012,7,8,708,0,"July","7/8/2012",201207,"7/1/2012","Sunday","Week 28",28,13910418,1391,4,18,418,1,"تیر","1391/04/18",13910418,"1391/04","یکشنبه","هفته 17",17,"یکشنبه 18 تیر 1391",2,"تابستان",0,0,139104
20120709,2012-07-09 00:00:00.000,2012,7,9,709,1,"July","7/9/2012",201207,"7/1/2012","Monday","Week 28",28,13910419,1391,4,19,419,2,"تیر","1391/04/19",13910419,"1391/04","دوشنبه","هفته 17",17,"دوشنبه 19 تیر 1391",2,"تابستان",0,0,139104
20120710,2012-07-10 00:00:00.000,2012,7,10,710,2,"July","7/10/2012",201207,"7/1/2012","Tuesday","Week 28",28,13910420,1391,4,20,420,3,"تیر","1391/04/20",13910420,"1391/04","سه شنبه","هفته 17",17,"سه شنبه 20 تیر 1391",2,"تابستان",0,0,139104
20120711,2012-07-11 00:00:00.000,2012,7,11,711,3,"July","7/11/2012",201207,"7/1/2012","Wednesday","Week 28",28,13910421,1391,4,21,421,4,"تیر","1391/04/21",13910421,"1391/04","چهارشنبه","هفته 17",17,"چهارشنبه 21 تیر 1391",2,"تابستان",0,0,139104
20120712,2012-07-12 00:00:00.000,2012,7,12,712,4,"July","7/12/2012",201207,"7/1/2012","Thursday","Week 28",28,13910422,1391,4,22,422,5,"تیر","1391/04/22",13910422,"1391/04","پنج شنبه","هفته 17",17,"پنج شنبه 22 تیر 1391",2,"تابستان",0,0,139104
20120713,2012-07-13 00:00:00.000,2012,7,13,713,5,"July","7/13/2012",201207,"7/1/2012","Friday","Week 28",28,13910423,1391,4,23,423,6,"تیر","1391/04/23",13910423,"1391/04","جمعه","هفته 17",17,"جمعه 23 تیر 1391",2,"تابستان",0,0,139104
20120714,2012-07-14 00:00:00.000,2012,7,14,714,6,"July","7/14/2012",201207,"7/1/2012","Saturday","Week 28",28,13910424,1391,4,24,424,0,"تیر","1391/04/24",13910424,"1391/04","شنبه","هفته 18",18,"شنبه 24 تیر 1391",2,"تابستان",0,0,139104
20120715,2012-07-15 00:00:00.000,2012,7,15,715,0,"July","7/15/2012",201207,"7/1/2012","Sunday","Week 29",29,13910425,1391,4,25,425,1,"تیر","1391/04/25",13910425,"1391/04","یکشنبه","هفته 18",18,"یکشنبه 25 تیر 1391",2,"تابستان",0,0,139104
20120716,2012-07-16 00:00:00.000,2012,7,16,716,1,"July","7/16/2012",201207,"7/1/2012","Monday","Week 29",29,13910426,1391,4,26,426,2,"تیر","1391/04/26",13910426,"1391/04","دوشنبه","هفته 18",18,"دوشنبه 26 تیر 1391",2,"تابستان",0,0,139104
20120717,2012-07-17 00:00:00.000,2012,7,17,717,2,"July","7/17/2012",201207,"7/1/2012","Tuesday","Week 29",29,13910427,1391,4,27,427,3,"تیر","1391/04/27",13910427,"1391/04","سه شنبه","هفته 18",18,"سه شنبه 27 تیر 1391",2,"تابستان",0,0,139104
20120718,2012-07-18 00:00:00.000,2012,7,18,718,3,"July","7/18/2012",201207,"7/1/2012","Wednesday","Week 29",29,13910428,1391,4,28,428,4,"تیر","1391/04/28",13910428,"1391/04","چهارشنبه","هفته 18",18,"چهارشنبه 28 تیر 1391",2,"تابستان",0,0,139104
20120719,2012-07-19 00:00:00.000,2012,7,19,719,4,"July","7/19/2012",201207,"7/1/2012","Thursday","Week 29",29,13910429,1391,4,29,429,5,"تیر","1391/04/29",13910429,"1391/04","پنج شنبه","هفته 18",18,"پنج شنبه 29 تیر 1391",2,"تابستان",0,0,139104
20120720,2012-07-20 00:00:00.000,2012,7,20,720,5,"July","7/20/2012",201207,"7/1/2012","Friday","Week 29",29,13910430,1391,4,30,430,6,"تیر","1391/04/30",13910430,"1391/04","جمعه","هفته 18",18,"جمعه 30 تیر 1391",2,"تابستان",0,0,139104
20120721,2012-07-21 00:00:00.000,2012,7,21,721,6,"July","7/21/2012",201207,"7/1/2012","Saturday","Week 29",29,13910431,1391,4,31,431,0,"تیر","1391/04/31",13910431,"1391/04","شنبه","هفته 19",19,"شنبه 31 تیر 1391",2,"تابستان",0,0,139104
20120722,2012-07-22 00:00:00.000,2012,7,22,722,0,"July","7/22/2012",201207,"7/1/2012","Sunday","Week 30",30,13910501,1391,5,1,501,1,"مرداد","1391/05/01",13910501,"1391/05","یکشنبه","هفته 19",19,"یکشنبه 1 مرداد 1391",2,"تابستان",0,0,139105
20120723,2012-07-23 00:00:00.000,2012,7,23,723,1,"July","7/23/2012",201207,"7/1/2012","Monday","Week 30",30,13910502,1391,5,2,502,2,"مرداد","1391/05/02",13910502,"1391/05","دوشنبه","هفته 19",19,"دوشنبه 2 مرداد 1391",2,"تابستان",0,0,139105
20120724,2012-07-24 00:00:00.000,2012,7,24,724,2,"July","7/24/2012",201207,"7/1/2012","Tuesday","Week 30",30,13910503,1391,5,3,503,3,"مرداد","1391/05/03",13910503,"1391/05","سه شنبه","هفته 19",19,"سه شنبه 3 مرداد 1391",2,"تابستان",0,0,139105
20120725,2012-07-25 00:00:00.000,2012,7,25,725,3,"July","7/25/2012",201207,"7/1/2012","Wednesday","Week 30",30,13910504,1391,5,4,504,4,"مرداد","1391/05/04",13910504,"1391/05","چهارشنبه","هفته 19",19,"چهارشنبه 4 مرداد 1391",2,"تابستان",0,0,139105
20120726,2012-07-26 00:00:00.000,2012,7,26,726,4,"July","7/26/2012",201207,"7/1/2012","Thursday","Week 30",30,13910505,1391,5,5,505,5,"مرداد","1391/05/05",13910505,"1391/05","پنج شنبه","هفته 19",19,"پنج شنبه 5 مرداد 1391",2,"تابستان",0,0,139105
20120727,2012-07-27 00:00:00.000,2012,7,27,727,5,"July","7/27/2012",201207,"7/1/2012","Friday","Week 30",30,13910506,1391,5,6,506,6,"مرداد","1391/05/06",13910506,"1391/05","جمعه","هفته 19",19,"جمعه 6 مرداد 1391",2,"تابستان",0,0,139105
20120728,2012-07-28 00:00:00.000,2012,7,28,728,6,"July","7/28/2012",201207,"7/1/2012","Saturday","Week 30",30,13910507,1391,5,7,507,0,"مرداد","1391/05/07",13910507,"1391/05","شنبه","هفته 20",20,"شنبه 7 مرداد 1391",2,"تابستان",0,0,139105
20120729,2012-07-29 00:00:00.000,2012,7,29,729,0,"July","7/29/2012",201207,"7/1/2012","Sunday","Week 31",31,13910508,1391,5,8,508,1,"مرداد","1391/05/08",13910508,"1391/05","یکشنبه","هفته 20",20,"یکشنبه 8 مرداد 1391",2,"تابستان",0,0,139105
20120730,2012-07-30 00:00:00.000,2012,7,30,730,1,"July","7/30/2012",201207,"7/1/2012","Monday","Week 31",31,13910509,1391,5,9,509,2,"مرداد","1391/05/09",13910509,"1391/05","دوشنبه","هفته 20",20,"دوشنبه 9 مرداد 1391",2,"تابستان",0,0,139105
20120731,2012-07-31 00:00:00.000,2012,7,31,731,2,"July","7/31/2012",201207,"7/1/2012","Tuesday","Week 31",31,13910510,1391,5,10,510,3,"مرداد","1391/05/10",13910510,"1391/05","سه شنبه","هفته 20",20,"سه شنبه 10 مرداد 1391",2,"تابستان",0,0,139105
20120801,2012-08-01 00:00:00.000,2012,8,1,801,3,"August","8/1/2012",201208,"8/1/2012","Wednesday","Week 31",31,13910511,1391,5,11,511,4,"مرداد","1391/05/11",13910511,"1391/05","چهارشنبه","هفته 20",20,"چهارشنبه 11 مرداد 1391",2,"تابستان",0,0,139105
20120802,2012-08-02 00:00:00.000,2012,8,2,802,4,"August","8/2/2012",201208,"8/1/2012","Thursday","Week 31",31,13910512,1391,5,12,512,5,"مرداد","1391/05/12",13910512,"1391/05","پنج شنبه","هفته 20",20,"پنج شنبه 12 مرداد 1391",2,"تابستان",0,0,139105
20120803,2012-08-03 00:00:00.000,2012,8,3,803,5,"August","8/3/2012",201208,"8/1/2012","Friday","Week 31",31,13910513,1391,5,13,513,6,"مرداد","1391/05/13",13910513,"1391/05","جمعه","هفته 20",20,"جمعه 13 مرداد 1391",2,"تابستان",0,0,139105
20120804,2012-08-04 00:00:00.000,2012,8,4,804,6,"August","8/4/2012",201208,"8/1/2012","Saturday","Week 31",31,13910514,1391,5,14,514,0,"مرداد","1391/05/14",13910514,"1391/05","شنبه","هفته 21",21,"شنبه 14 مرداد 1391",2,"تابستان",0,0,139105
20120805,2012-08-05 00:00:00.000,2012,8,5,805,0,"August","8/5/2012",201208,"8/1/2012","Sunday","Week 32",32,13910515,1391,5,15,515,1,"مرداد","1391/05/15",13910515,"1391/05","یکشنبه","هفته 21",21,"یکشنبه 15 مرداد 1391",2,"تابستان",0,0,139105
20120806,2012-08-06 00:00:00.000,2012,8,6,806,1,"August","8/6/2012",201208,"8/1/2012","Monday","Week 32",32,13910516,1391,5,16,516,2,"مرداد","1391/05/16",13910516,"1391/05","دوشنبه","هفته 21",21,"دوشنبه 16 مرداد 1391",2,"تابستان",0,0,139105
20120807,2012-08-07 00:00:00.000,2012,8,7,807,2,"August","8/7/2012",201208,"8/1/2012","Tuesday","Week 32",32,13910517,1391,5,17,517,3,"مرداد","1391/05/17",13910517,"1391/05","سه شنبه","هفته 21",21,"سه شنبه 17 مرداد 1391",2,"تابستان",0,0,139105
20120808,2012-08-08 00:00:00.000,2012,8,8,808,3,"August","8/8/2012",201208,"8/1/2012","Wednesday","Week 32",32,13910518,1391,5,18,518,4,"مرداد","1391/05/18",13910518,"1391/05","چهارشنبه","هفته 21",21,"چهارشنبه 18 مرداد 1391",2,"تابستان",0,0,139105
20120809,2012-08-09 00:00:00.000,2012,8,9,809,4,"August","8/9/2012",201208,"8/1/2012","Thursday","Week 32",32,13910519,1391,5,19,519,5,"مرداد","1391/05/19",13910519,"1391/05","پنج شنبه","هفته 21",21,"پنج شنبه 19 مرداد 1391",2,"تابستان",0,0,139105
20120810,2012-08-10 00:00:00.000,2012,8,10,810,5,"August","8/10/2012",201208,"8/1/2012","Friday","Week 32",32,13910520,1391,5,20,520,6,"مرداد","1391/05/20",13910520,"1391/05","جمعه","هفته 21",21,"جمعه 20 مرداد 1391",2,"تابستان",0,0,139105
20120811,2012-08-11 00:00:00.000,2012,8,11,811,6,"August","8/11/2012",201208,"8/1/2012","Saturday","Week 32",32,13910521,1391,5,21,521,0,"مرداد","1391/05/21",13910521,"1391/05","شنبه","هفته 22",22,"شنبه 21 مرداد 1391",2,"تابستان",0,0,139105
20120812,2012-08-12 00:00:00.000,2012,8,12,812,0,"August","8/12/2012",201208,"8/1/2012","Sunday","Week 33",33,13910522,1391,5,22,522,1,"مرداد","1391/05/22",13910522,"1391/05","یکشنبه","هفته 22",22,"یکشنبه 22 مرداد 1391",2,"تابستان",0,0,139105
20120813,2012-08-13 00:00:00.000,2012,8,13,813,1,"August","8/13/2012",201208,"8/1/2012","Monday","Week 33",33,13910523,1391,5,23,523,2,"مرداد","1391/05/23",13910523,"1391/05","دوشنبه","هفته 22",22,"دوشنبه 23 مرداد 1391",2,"تابستان",0,0,139105
20120814,2012-08-14 00:00:00.000,2012,8,14,814,2,"August","8/14/2012",201208,"8/1/2012","Tuesday","Week 33",33,13910524,1391,5,24,524,3,"مرداد","1391/05/24",13910524,"1391/05","سه شنبه","هفته 22",22,"سه شنبه 24 مرداد 1391",2,"تابستان",0,0,139105
20120815,2012-08-15 00:00:00.000,2012,8,15,815,3,"August","8/15/2012",201208,"8/1/2012","Wednesday","Week 33",33,13910525,1391,5,25,525,4,"مرداد","1391/05/25",13910525,"1391/05","چهارشنبه","هفته 22",22,"چهارشنبه 25 مرداد 1391",2,"تابستان",0,0,139105
20120816,2012-08-16 00:00:00.000,2012,8,16,816,4,"August","8/16/2012",201208,"8/1/2012","Thursday","Week 33",33,13910526,1391,5,26,526,5,"مرداد","1391/05/26",13910526,"1391/05","پنج شنبه","هفته 22",22,"پنج شنبه 26 مرداد 1391",2,"تابستان",0,0,139105
20120817,2012-08-17 00:00:00.000,2012,8,17,817,5,"August","8/17/2012",201208,"8/1/2012","Friday","Week 33",33,13910527,1391,5,27,527,6,"مرداد","1391/05/27",13910527,"1391/05","جمعه","هفته 22",22,"جمعه 27 مرداد 1391",2,"تابستان",0,0,139105
20120818,2012-08-18 00:00:00.000,2012,8,18,818,6,"August","8/18/2012",201208,"8/1/2012","Saturday","Week 33",33,13910528,1391,5,28,528,0,"مرداد","1391/05/28",13910528,"1391/05","شنبه","هفته 23",23,"شنبه 28 مرداد 1391",2,"تابستان",0,0,139105
20120819,2012-08-19 00:00:00.000,2012,8,19,819,0,"August","8/19/2012",201208,"8/1/2012","Sunday","Week 34",34,13910529,1391,5,29,529,1,"مرداد","1391/05/29",13910529,"1391/05","یکشنبه","هفته 23",23,"یکشنبه 29 مرداد 1391",2,"تابستان",0,0,139105
20120820,2012-08-20 00:00:00.000,2012,8,20,820,1,"August","8/20/2012",201208,"8/1/2012","Monday","Week 34",34,13910530,1391,5,30,530,2,"مرداد","1391/05/30",13910530,"1391/05","دوشنبه","هفته 23",23,"دوشنبه 30 مرداد 1391",2,"تابستان",0,0,139105
20120821,2012-08-21 00:00:00.000,2012,8,21,821,2,"August","8/21/2012",201208,"8/1/2012","Tuesday","Week 34",34,13910531,1391,5,31,531,3,"مرداد","1391/05/31",13910531,"1391/05","سه شنبه","هفته 23",23,"سه شنبه 31 مرداد 1391",2,"تابستان",0,0,139105
20120822,2012-08-22 00:00:00.000,2012,8,22,822,3,"August","8/22/2012",201208,"8/1/2012","Wednesday","Week 34",34,13910601,1391,6,1,601,4,"شهریور","1391/06/01",13910601,"1391/06","چهارشنبه","هفته 23",23,"چهارشنبه 1 شهریور 1391",2,"تابستان",0,0,139106
20120823,2012-08-23 00:00:00.000,2012,8,23,823,4,"August","8/23/2012",201208,"8/1/2012","Thursday","Week 34",34,13910602,1391,6,2,602,5,"شهریور","1391/06/02",13910602,"1391/06","پنج شنبه","هفته 23",23,"پنج شنبه 2 شهریور 1391",2,"تابستان",0,0,139106
20120824,2012-08-24 00:00:00.000,2012,8,24,824,5,"August","8/24/2012",201208,"8/1/2012","Friday","Week 34",34,13910603,1391,6,3,603,6,"شهریور","1391/06/03",13910603,"1391/06","جمعه","هفته 23",23,"جمعه 3 شهریور 1391",2,"تابستان",0,0,139106
20120825,2012-08-25 00:00:00.000,2012,8,25,825,6,"August","8/25/2012",201208,"8/1/2012","Saturday","Week 34",34,13910604,1391,6,4,604,0,"شهریور","1391/06/04",13910604,"1391/06","شنبه","هفته 24",24,"شنبه 4 شهریور 1391",2,"تابستان",0,0,139106
20120826,2012-08-26 00:00:00.000,2012,8,26,826,0,"August","8/26/2012",201208,"8/1/2012","Sunday","Week 35",35,13910605,1391,6,5,605,1,"شهریور","1391/06/05",13910605,"1391/06","یکشنبه","هفته 24",24,"یکشنبه 5 شهریور 1391",2,"تابستان",0,0,139106
20120827,2012-08-27 00:00:00.000,2012,8,27,827,1,"August","8/27/2012",201208,"8/1/2012","Monday","Week 35",35,13910606,1391,6,6,606,2,"شهریور","1391/06/06",13910606,"1391/06","دوشنبه","هفته 24",24,"دوشنبه 6 شهریور 1391",2,"تابستان",0,0,139106
20120828,2012-08-28 00:00:00.000,2012,8,28,828,2,"August","8/28/2012",201208,"8/1/2012","Tuesday","Week 35",35,13910607,1391,6,7,607,3,"شهریور","1391/06/07",13910607,"1391/06","سه شنبه","هفته 24",24,"سه شنبه 7 شهریور 1391",2,"تابستان",0,0,139106
20120829,2012-08-29 00:00:00.000,2012,8,29,829,3,"August","8/29/2012",201208,"8/1/2012","Wednesday","Week 35",35,13910608,1391,6,8,608,4,"شهریور","1391/06/08",13910608,"1391/06","چهارشنبه","هفته 24",24,"چهارشنبه 8 شهریور 1391",2,"تابستان",0,0,139106
20120830,2012-08-30 00:00:00.000,2012,8,30,830,4,"August","8/30/2012",201208,"8/1/2012","Thursday","Week 35",35,13910609,1391,6,9,609,5,"شهریور","1391/06/09",13910609,"1391/06","پنج شنبه","هفته 24",24,"پنج شنبه 9 شهریور 1391",2,"تابستان",0,0,139106
20120831,2012-08-31 00:00:00.000,2012,8,31,831,5,"August","8/31/2012",201208,"8/1/2012","Friday","Week 35",35,13910610,1391,6,10,610,6,"شهریور","1391/06/10",13910610,"1391/06","جمعه","هفته 24",24,"جمعه 10 شهریور 1391",2,"تابستان",0,0,139106
20120901,2012-09-01 00:00:00.000,2012,9,1,901,6,"September","9/1/2012",201209,"9/1/2012","Saturday","Week 35",35,13910611,1391,6,11,611,0,"شهریور","1391/06/11",13910611,"1391/06","شنبه","هفته 25",25,"شنبه 11 شهریور 1391",2,"تابستان",0,0,139106
20120902,2012-09-02 00:00:00.000,2012,9,2,902,0,"September","9/2/2012",201209,"9/1/2012","Sunday","Week 36",36,13910612,1391,6,12,612,1,"شهریور","1391/06/12",13910612,"1391/06","یکشنبه","هفته 25",25,"یکشنبه 12 شهریور 1391",2,"تابستان",0,0,139106
